Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Place,Latitude,Longitude
45,20,29,92507,4,22.799999999999997,3,0,0,0,0,0,0,Riverside County,33.97,-117.323
39,15,79,92646,4,28.799999999999997,1,0,0,0,0,0,0,Orange County,33.6649,-117.9642
27,3,94,92373,2,2.4000000000000004,1,310,0,0,0,0,1,San Bernardino County,33.9991,-117.149
57,33,121,94542,1,51.599999999999994,1,0,0,1,0,0,0,Alameda County,37.6535,-122.0326
34,10,54,92101,3,24.0,1,0,0,0,0,0,0,San Diego County,32.7199,-117.1805
64,39,73,94720,3,28.799999999999997,1,0,0,0,0,1,0,Alameda County,37.8746,-122.2547
47,23,71,95762,1,9.600000000000001,3,127,0,0,0,1,0,El Dorado County,38.6827,-121.0755
44,17,29,94706,3,12.0,2,0,0,0,0,1,1,Alameda County,37.8896,-122.2949
51,27,93,92154,1,32.400000000000006,1,0,0,0,0,1,0,San Diego County,32.5678,-116.9903
40,14,73,94539,1,18.0,3,252,0,0,0,1,0,Alameda County,37.5288,-121.9103
57,32,19,94720,4,10.8,2,0,0,0,0,1,0,Alameda County,37.8746,-122.2547
33,8,58,94305,2,1.2000000000000002,1,0,0,1,1,1,1,Santa Clara County,37.424,-122.1676
46,20,39,95054,1,2.4000000000000004,1,0,0,0,0,0,0,Santa Clara County,37.3963,-121.9614
41,16,23,94521,2,16.799999999999997,2,0,0,1,0,1,0,Contra Costa County,37.9655,-121.9527
33,7,29,92064,1,7.199999999999999,3,127,0,0,0,0,1,San Diego County,32.9935,-117.0171
27,2,155,95138,1,9.600000000000001,1,0,0,0,0,0,0,Santa Clara County,37.2482,-121.7357
52,28,90,95814,1,31.200000000000003,2,0,0,1,0,1,0,Sacramento County,38.5817,-121.4959
59,33,113,92152,2,24.0,1,77,0,0,0,1,0,San Diego County,32.7011,-117.2455
62,38,42,94025,1,21.6,3,0,0,0,0,0,0,San Mateo County,37.459,-122.1861
49,25,30,95616,4,2.4000000000000004,1,0,0,0,1,1,1,Yolo County,38.563,-121.816
45,19,19,94720,3,6.0,2,0,0,0,0,1,0,Alameda County,37.8746,-122.2547
63,37,124,92182,3,60.0,2,170,1,0,0,0,0,San Diego County,32.7752,-117.0737
57,31,30,95841,2,8.399999999999999,2,145,0,0,0,0,0,Sacramento County,38.6666,-121.3523
60,30,28,92354,1,18.0,3,124,0,1,0,1,0,San Bernardino County,34.0531,-117.2515
50,23,15,94025,2,12.0,2,101,0,0,0,0,0,San Mateo County,37.459,-122.1861
54,30,70,90095,1,19.200000000000003,3,265,0,0,0,0,0,Los Angeles County,34.071,-118.4432
28,2,10,94080,1,1.2000000000000002,2,0,0,0,0,1,0,San Mateo County,37.6578,-122.4231
60,34,22,92037,3,3.5999999999999996,3,139,0,0,0,1,1,San Diego County,32.8668,-117.2482
44,20,70,94611,4,22.799999999999997,1,0,0,0,0,1,0,Alameda County,37.8361,-122.2193
61,35,61,94708,1,19.200000000000003,1,0,0,0,0,0,0,Alameda County,37.9001,-122.2618
40,15,161,94596,2,39.599999999999994,1,0,0,1,0,0,1,Contra Costa County,37.8914,-122.0358
54,30,29,93014,2,9.600000000000001,1,0,0,0,0,0,1,Santa Barbara County,34.3986,-119.5177
43,19,35,92106,3,6.0,1,0,0,0,0,1,0,San Diego County,32.7084,-117.2324
54,28,48,96091,4,33.599999999999994,2,0,0,0,0,1,0,Trinity County,41.1058,-122.7098
32,7,44,90095,4,9.600000000000001,1,0,0,0,0,1,0,Los Angeles County,34.071,-118.4432
24,0,88,90740,3,9.600000000000001,1,134,0,0,0,0,0,Orange County,33.7569,-118.0786
30,4,40,92056,4,25.200000000000003,3,0,0,0,0,1,1,San Diego County,33.2006,-117.2912
61,36,21,95616,4,4.800000000000001,2,123,0,0,0,0,0,Yolo County,38.563,-121.816
40,14,58,94025,2,33.599999999999994,1,0,0,0,0,1,0,San Mateo County,37.459,-122.1861
35,11,59,95123,4,1.2000000000000002,2,0,0,0,0,0,0,Santa Clara County,37.2407,-121.8269
33,3,74,95616,4,48.0,3,0,0,0,0,0,0,Yolo County,38.563,-121.816
63,37,84,91768,4,22.799999999999997,2,0,0,0,0,1,0,Los Angeles County,34.0635,-117.7922
57,31,58,91604,1,2.4000000000000004,1,177,0,0,0,1,0,Los Angeles County,34.1391,-118.3915
44,19,154,92116,2,105.60000000000001,1,0,0,0,0,1,0,San Diego County,32.7664,-117.1292
51,25,185,94117,1,20.4,1,0,0,0,0,0,0,San Francisco County,37.7692,-122.4425
51,26,78,92703,1,14.399999999999999,1,305,0,0,0,1,0,Orange County,33.7488,-117.9094
38,13,55,91709,2,13.200000000000001,2,0,0,0,0,1,0,San Bernardino County,33.9474,-117.7289
31,5,30,94304,4,3.5999999999999996,2,0,0,0,0,1,0,Santa Clara County,37.4043,-122.1673
54,29,74,93907,3,24.0,2,0,0,0,0,0,0,Monterey County,36.7691,-121.6505
41,16,118,94720,2,39.599999999999994,1,0,0,0,0,1,0,Alameda County,37.8746,-122.2547
57,33,182,94114,2,39.599999999999994,3,372,1,0,0,0,0,San Francisco County,37.7582,-122.4395
24,2,82,91103,2,19.200000000000003,3,0,0,0,0,1,1,Los Angeles County,34.1677,-118.1696
55,29,29,92780,4,18.0,3,79,0,0,0,1,0,Orange County,33.7376,-117.8212
32,6,120,94102,4,64.80000000000001,1,301,1,0,1,1,1,San Francisco County,37.7794,-122.4177
38,12,53,95616,2,28.799999999999997,2,0,0,0,0,1,0,Yolo County,38.563,-121.816
58,32,43,93943,3,16.799999999999997,1,0,0,0,0,0,1,Monterey County,36.5972,-121.8729
29,4,59,95064,4,26.400000000000002,1,232,0,0,0,1,1,Santa Cruz County,37.0007,-122.068
43,17,84,94608,4,31.200000000000003,3,289,0,1,1,1,1,Alameda County,37.8347,-122.2919
50,24,161,95133,3,40.8,1,212,1,0,0,1,0,Santa Clara County,37.3716,-121.8612
62,37,21,92691,4,4.800000000000001,2,137,0,0,0,1,1,Orange County,33.6042,-117.6677
57,32,63,94111,4,8.399999999999999,1,0,0,0,0,1,0,San Francisco County,37.7989,-122.3986
30,3,172,91302,3,40.8,2,0,1,0,0,0,1,Los Angeles County,34.1211,-118.6646
30,4,51,94709,4,2.4000000000000004,1,172,0,0,0,0,1,Alameda County,37.8799,-122.2648
57,33,24,95616,4,8.399999999999999,1,0,0,0,0,1,0,Yolo County,38.563,-121.816
57,33,95,95054,2,19.200000000000003,1,0,0,0,0,0,0,Santa Clara County,37.3963,-121.9614
43,18,59,90048,1,28.799999999999997,1,250,0,0,0,1,0,Los Angeles County,34.071,-118.3762
28,2,51,90503,4,21.6,2,0,0,1,0,0,0,Los Angeles County,33.8402,-118.3532
46,22,28,94720,1,12.0,1,84,0,0,0,1,1,Alameda County,37.8746,-122.2547
29,3,154,94720,2,24.0,1,130,0,0,0,0,0,Alameda County,37.8746,-122.2547
64,40,15,91711,2,3.5999999999999996,3,115,0,0,0,1,1,Los Angeles County,34.1223,-117.7143
66,36,55,93023,4,20.04,3,0,0,0,0,0,1,Ventura County,34.521,-119.2477
23,1,149,91709,1,75.96000000000001,1,305,0,0,0,0,1,San Bernardino County,33.9474,-117.7289
60,36,79,92120,1,21.6,3,0,0,0,0,0,1,San Diego County,32.7949,-117.0755
47,21,68,94538,4,31.200000000000003,3,0,0,0,0,0,0,Alameda County,37.5101,-121.9861
35,10,78,94105,1,31.200000000000003,2,0,0,0,0,1,0,San Francisco County,37.7885,-122.3939
57,32,34,92507,2,24.0,2,0,0,1,0,0,0,Riverside County,33.97,-117.323
65,41,195,91711,3,4.800000000000001,1,0,1,1,1,0,1,Los Angeles County,34.1223,-117.7143
53,28,184,94550,1,97.19999999999999,1,303,0,0,0,1,0,Alameda County,37.5098,-121.6389
44,20,85,92192,2,38.400000000000006,1,0,0,0,0,1,0,San Diego County,32.7154,-117.1565
45,20,200,90405,2,105.60000000000001,1,0,0,0,0,1,1,Los Angeles County,34.0113,-118.4685
41,16,64,92325,3,6.0,3,0,0,0,0,0,0,San Bernardino County,34.2446,-117.2911
51,27,88,91116,1,31.200000000000003,2,0,0,1,0,0,1,Los Angeles County,34.1478,-118.1436
27,1,42,94501,3,28.799999999999997,2,0,0,0,0,0,0,Alameda County,37.7735,-122.2785
31,5,91,92096,3,19.200000000000003,1,126,0,0,0,1,1,San Diego County,33.1293,-117.1584
32,6,38,92868,1,3.5999999999999996,1,0,0,1,1,1,0,Orange County,33.7882,-117.8817
55,30,28,95123,1,18.0,2,0,0,0,0,0,0,Santa Clara County,37.2407,-121.8269
55,30,32,91330,4,1.2000000000000002,3,0,0,1,0,0,0,Los Angeles County,34.2429,-118.5273
42,18,31,94720,1,3.5999999999999996,3,0,0,0,0,0,1,Alameda County,37.8746,-122.2547
33,9,22,93940,4,4.800000000000001,2,103,0,0,0,1,0,Monterey County,36.5836,-121.8369
65,40,95,95014,3,44.400000000000006,2,138,1,0,0,0,1,Santa Clara County,37.2943,-122.0944
35,10,74,90638,4,15.600000000000001,1,0,0,0,0,1,0,Los Angeles County,33.9008,-118.0072
55,30,22,92121,1,18.0,2,91,0,0,0,0,1,San Diego County,32.9003,-117.2067
28,4,43,92103,3,1.2000000000000002,2,0,0,0,0,1,0,San Diego County,32.7454,-117.1702
27,3,43,91302,1,12.0,3,0,0,0,0,1,0,Los Angeles County,34.1211,-118.6646
51,27,112,94720,3,21.6,2,0,0,1,1,1,1,Alameda County,37.8746,-122.2547
50,23,9,92064,2,12.0,2,0,0,0,0,1,0,San Diego County,32.9935,-117.0171
58,33,81,91320,2,0.0,3,0,0,0,0,1,0,Ventura County,34.1425,-118.9762
46,20,131,95929,1,68.4,1,256,0,0,0,0,1,Butte County,39.7289,-121.8365
62,32,19,92109,1,18.0,3,0,0,1,0,0,0,San Diego County,32.7907,-117.2336
38,13,62,92093,3,8.399999999999999,2,0,0,1,0,1,0,San Diego County,32.8339,-117.2575
62,37,19,95818,4,4.800000000000001,2,124,0,1,0,0,0,Sacramento County,38.5571,-121.4975
56,32,8,93943,2,3.5999999999999996,1,0,0,0,0,1,1,Monterey County,36.5972,-121.8729
61,36,193,94303,1,56.400000000000006,3,203,1,0,0,1,0,San Mateo County,37.4578,-122.1225
38,13,129,92093,4,52.800000000000004,1,140,1,0,0,0,0,San Diego County,32.8339,-117.2575
55,29,30,91320,4,8.399999999999999,2,0,0,0,0,0,1,Ventura County,34.1425,-118.9762
30,4,80,94701,4,21.6,2,0,0,0,0,0,0,Alameda County,37.8718,-122.2718
41,15,22,90503,4,18.0,3,0,0,0,0,0,1,Los Angeles County,33.8402,-118.3532
57,32,33,91745,1,18.0,2,0,0,0,0,1,0,Los Angeles County,34.0018,-117.9834
36,11,64,91355,4,25.200000000000003,3,0,0,0,0,0,0,Los Angeles County,34.4209,-118.6064
55,29,60,94305,3,26.400000000000002,3,84,0,0,0,1,0,Santa Clara County,37.424,-122.1676
30,4,81,92037,1,34.8,3,259,0,0,0,1,1,San Diego County,32.8668,-117.2482
40,16,45,94720,3,7.199999999999999,2,204,0,0,0,1,0,Alameda County,37.8746,-122.2547
32,6,112,95054,4,21.6,2,0,0,0,0,1,0,Santa Clara County,37.3963,-121.9614
59,34,83,94105,2,40.8,3,0,1,0,0,1,0,San Francisco County,37.7885,-122.3939
44,20,180,93943,2,91.19999999999999,1,524,0,0,0,0,1,Monterey County,36.5972,-121.8729
51,26,28,92130,4,2.4000000000000004,2,0,0,1,0,1,0,San Diego County,32.947,-117.2022
37,12,169,91107,2,62.400000000000006,3,249,1,0,0,1,0,Los Angeles County,34.162,-118.0894
59,35,14,90840,4,8.399999999999999,1,0,0,0,0,1,0,Los Angeles County,33.7819,-118.1157
37,11,43,90250,1,24.0,1,0,0,0,0,1,0,Los Angeles County,33.9128,-118.3456
56,32,88,94309,2,3.5999999999999996,1,0,0,0,0,1,0,Santa Clara County,37.4417,-122.1417
55,29,78,90747,4,31.200000000000003,3,0,0,0,0,0,1,Los Angeles County,33.8626,-118.2572
49,24,68,94143,1,2.4000000000000004,2,163,0,0,0,0,0,San Francisco County,37.7753,-122.4186
46,22,144,93611,2,39.599999999999994,1,0,0,0,0,1,1,Fresno County,36.8261,-119.6789
35,9,30,94114,4,12.0,1,163,0,0,0,1,0,San Francisco County,37.7582,-122.4395
47,21,120,95833,1,0.0,1,135,0,0,0,0,0,Sacramento County,38.6131,-121.5146
39,14,24,94305,2,3.5999999999999996,2,0,0,0,0,0,0,Santa Clara County,37.424,-122.1676
27,1,78,92037,4,27.599999999999998,3,157,0,1,0,1,0,San Diego County,32.8668,-117.2482
62,36,135,94301,2,62.400000000000006,2,0,1,0,0,1,0,Santa Clara County,37.443,-122.1512
57,32,44,91605,2,19.200000000000003,3,0,0,0,0,0,0,Los Angeles County,34.2082,-118.3941
55,30,73,92675,4,45.599999999999994,2,0,0,0,0,1,0,Orange County,33.5705,-117.5497
55,31,90,92868,1,32.400000000000006,2,0,0,0,0,1,1,Orange County,33.7882,-117.8817
41,15,58,94704,3,6.0,3,0,0,0,0,1,0,Alameda County,37.8722,-122.2447
57,32,75,94928,2,44.400000000000006,1,236,0,0,0,1,0,Sonoma County,38.3434,-122.6994
43,19,174,92028,3,20.4,3,231,1,0,1,1,1,San Diego County,33.3943,-117.2964
40,16,50,92093,2,20.4,1,174,0,0,0,0,0,San Diego County,32.8339,-117.2575
43,18,85,92703,1,48.0,3,287,0,0,0,1,0,Orange County,33.7488,-117.9094
63,38,54,90401,3,26.400000000000002,1,0,0,0,0,1,0,Los Angeles County,34.0153,-118.4936
63,38,83,92122,2,40.8,1,0,1,0,0,0,0,San Diego County,32.8567,-117.2072
54,30,24,94109,4,2.4000000000000004,1,0,0,1,0,0,0,San Francisco County,37.7962,-122.4209
54,30,45,95134,4,13.200000000000001,2,205,0,0,0,1,0,Santa Clara County,37.4248,-121.946
52,26,68,92068,1,9.600000000000001,3,0,0,0,0,1,1,San Diego County,33.321,-117.3124
50,26,48,94720,4,1.2000000000000002,3,0,0,0,0,0,1,Alameda County,37.8746,-122.2547
38,13,114,92697,1,12.0,3,0,0,0,0,1,1,Orange County,33.6473,-117.8409
36,12,142,90064,3,27.599999999999998,2,0,1,0,1,1,1,Los Angeles County,34.0371,-118.4279
58,33,52,94402,3,6.0,2,0,0,0,0,0,1,San Mateo County,37.5398,-122.3297
46,22,142,92220,2,39.599999999999994,1,0,0,0,0,0,0,Riverside County,33.9178,-116.8371
50,25,15,92173,1,4.800000000000001,3,0,0,0,0,0,0,San Diego County,32.5547,-117.0513
46,22,118,92120,1,56.400000000000006,1,159,0,0,0,0,1,San Diego County,32.7949,-117.0755
53,27,101,90245,4,58.800000000000004,1,0,0,0,0,1,0,Los Angeles County,33.9161,-118.4041
62,36,84,94609,2,33.599999999999994,1,0,0,0,0,1,0,Alameda County,37.8348,-122.2635
63,39,32,94998,1,22.799999999999997,2,100,0,0,0,0,0,Marin County,38.1076,-122.5688
42,16,64,94607,3,6.0,3,247,0,0,0,0,0,Alameda County,37.8109,-122.3007
34,10,81,94002,4,40.8,1,0,0,0,0,1,0,San Mateo County,37.5138,-122.2963
40,14,28,94025,4,18.0,3,0,0,0,0,0,1,San Mateo County,37.459,-122.1861
34,9,93,94608,1,0.0,1,0,0,0,0,1,0,Alameda County,37.8347,-122.2919
41,15,185,91775,1,43.2,2,0,1,0,0,0,0,Los Angeles County,34.1163,-118.0927
32,8,42,90650,1,21.6,2,0,0,0,0,0,0,Los Angeles County,33.9073,-118.0758
28,3,45,94305,2,19.200000000000003,3,0,0,0,0,1,1,Santa Clara County,37.424,-122.1676
33,6,49,92037,2,20.04,2,214,0,0,0,0,0,San Diego County,32.8668,-117.2482
46,20,69,92780,3,25.200000000000003,1,0,0,0,0,0,0,Orange County,33.7376,-117.8212
52,27,94,93106,1,33.599999999999994,2,333,0,0,0,1,0,Santa Barbara County,34.4144,-119.8475
60,35,18,92120,1,18.0,2,0,0,0,0,1,1,San Diego County,32.7949,-117.0755
59,35,8,92691,4,8.399999999999999,1,91,0,1,0,0,0,Orange County,33.6042,-117.6677
57,32,55,90717,4,25.200000000000003,1,108,0,0,0,1,0,Los Angeles County,33.7913,-118.3186
46,20,85,95617,2,4.800000000000001,3,0,0,0,0,0,0,Yolo County,38.5452,-121.7397
25,1,62,94720,4,0.0,1,229,0,0,0,1,0,Alameda County,37.8746,-122.2547
53,23,65,95054,4,24.0,3,0,0,0,0,1,0,Santa Clara County,37.3963,-121.9614
38,12,138,95112,2,0.0,1,0,0,1,0,1,0,Santa Clara County,37.3415,-121.8818
63,38,103,91103,1,30.0,1,0,0,0,0,1,0,Los Angeles County,34.1677,-118.1696
44,19,99,95064,3,42.0,3,357,1,0,0,0,0,Santa Cruz County,37.0007,-122.068
50,24,152,92220,1,87.6,1,0,0,0,0,1,0,Riverside County,33.9178,-116.8371
28,3,25,91330,2,10.8,3,140,0,0,0,1,0,Los Angeles County,34.2429,-118.5273
27,3,98,95616,2,30.0,1,361,0,1,1,1,1,Yolo County,38.563,-121.816
52,27,39,94304,2,8.399999999999999,2,166,0,0,0,1,0,Santa Clara County,37.4043,-122.1673
50,25,40,95820,1,15.600000000000001,2,0,0,0,0,1,1,Sacramento County,38.5382,-121.4467
39,13,58,94551,3,25.200000000000003,1,169,0,0,0,1,0,Alameda County,37.7644,-121.7653
50,26,192,90245,2,21.6,3,301,1,0,1,1,1,Los Angeles County,33.9161,-118.4041
60,34,62,94303,1,9.600000000000001,2,0,0,0,0,0,0,San Mateo County,37.4578,-122.1225
30,5,69,94720,1,9.600000000000001,2,0,0,1,0,1,0,Alameda County,37.8746,-122.2547
31,5,40,94305,4,15.600000000000001,3,170,0,0,0,0,0,Santa Clara County,37.424,-122.1676
39,15,61,90018,2,7.199999999999999,3,127,0,0,0,0,0,Los Angeles County,34.0273,-118.3177
29,3,30,91745,4,3.5999999999999996,2,157,0,0,0,0,0,Los Angeles County,34.0018,-117.9834
54,29,29,90071,1,18.0,2,97,0,0,0,1,0,Los Angeles County,34.0525,-118.2553
35,8,41,92612,2,12.0,2,0,0,0,0,1,1,Orange County,33.6615,-117.8217
27,3,118,95605,1,39.599999999999994,2,0,1,0,0,1,0,Yolo County,38.5925,-121.5423
45,20,109,94117,1,84.0,1,366,0,0,0,1,0,San Francisco County,37.7692,-122.4425
58,33,122,93711,4,2.4000000000000004,2,0,1,0,1,1,0,Fresno County,36.8421,-119.8285
62,37,50,94545,3,18.0,1,169,0,0,0,1,0,Alameda County,37.6327,-122.1141
28,4,43,95616,3,1.2000000000000002,2,0,0,0,0,1,0,Yolo County,38.563,-121.816
32,7,108,94550,1,55.199999999999996,1,0,0,1,0,0,0,Alameda County,37.5098,-121.6389
29,4,110,92096,4,30.0,3,0,1,0,0,0,0,San Diego County,33.1293,-117.1584
41,17,20,94720,1,16.799999999999997,3,0,0,0,0,1,0,Alameda County,37.8746,-122.2547
61,35,112,90024,4,20.4,3,0,0,0,0,0,1,Los Angeles County,34.0657,-118.4341
56,32,25,95403,1,1.2000000000000002,2,136,0,0,0,1,0,Sonoma County,38.5028,-122.7535
37,12,42,94720,3,8.399999999999999,2,0,0,0,0,1,1,Alameda County,37.8746,-122.2547
60,34,29,95973,2,3.5999999999999996,1,0,0,0,0,1,0,Butte County,39.8642,-121.8697
49,23,84,90095,3,25.200000000000003,1,134,0,1,0,1,0,Los Angeles County,34.071,-118.4432
43,17,81,94720,4,31.200000000000003,3,0,0,1,0,1,0,Alameda County,37.8746,-122.2547
53,28,55,94720,4,10.8,1,119,0,0,0,1,1,Alameda County,37.8746,-122.2547
35,11,40,93106,1,28.799999999999997,2,0,0,1,0,1,0,Santa Barbara County,34.4144,-119.8475
56,30,145,95831,4,68.4,2,0,1,0,1,1,1,Sacramento County,38.4916,-121.5313
41,16,175,94304,2,13.200000000000001,3,0,1,0,0,1,0,Santa Clara County,37.4043,-122.1673
36,6,78,91107,4,21.6,3,163,0,0,0,0,0,Los Angeles County,34.162,-118.0894
56,32,51,92780,4,18.0,1,0,0,0,0,0,0,Orange County,33.7376,-117.8212
64,34,50,95616,4,20.04,3,0,0,0,0,1,0,Yolo County,38.563,-121.816
51,27,21,95630,3,4.800000000000001,1,0,0,0,0,1,0,Sacramento County,38.6645,-121.145
49,24,79,95827,1,2.4000000000000004,2,83,0,0,0,1,1,Sacramento County,38.5558,-121.3242
43,18,84,92096,1,48.0,3,0,0,0,0,0,0,San Diego County,33.1293,-117.1584
51,26,34,94105,4,4.800000000000001,2,0,0,0,0,0,0,San Francisco County,37.7885,-122.3939
55,31,73,94143,4,19.200000000000003,2,0,0,0,0,0,0,San Francisco County,37.7753,-122.4186
62,37,90,95747,3,6.0,1,0,0,0,0,1,0,Placer County,38.7845,-121.3734
35,10,23,94501,4,2.4000000000000004,3,0,0,0,0,1,0,Alameda County,37.7735,-122.2785
53,27,145,90095,2,73.19999999999999,3,294,1,0,1,1,1,Los Angeles County,34.071,-118.4432
33,7,54,92886,4,2.4000000000000004,1,141,0,1,0,0,0,Orange County,33.8925,-117.7878
43,17,49,95812,3,26.400000000000002,2,103,0,0,0,1,1,Sacramento County,38.5817,-121.4934
58,32,51,95819,1,33.599999999999994,2,0,0,0,0,1,0,Sacramento County,38.5709,-121.4358
63,38,8,95136,4,7.199999999999999,2,0,0,0,0,1,0,Santa Clara County,37.2725,-121.8435
31,6,62,95630,1,12.0,1,0,0,1,0,1,0,Sacramento County,38.6645,-121.145
36,6,25,95020,1,8.040000000000001,3,0,0,0,0,1,0,Santa Clara County,37.0207,-121.5724
30,0,63,95503,2,21.0,3,0,0,0,0,1,0,Humboldt County,40.7214,-124.0994
59,34,24,94105,2,2.4000000000000004,3,86,0,0,0,1,0,San Francisco County,37.7885,-122.3939
28,2,11,91203,1,1.2000000000000002,2,0,0,0,0,1,1,Los Angeles County,34.1528,-118.2656
59,34,23,93111,1,1.2000000000000002,1,0,0,0,0,0,1,Santa Barbara County,34.4545,-119.8009
47,22,33,91105,1,16.799999999999997,3,0,0,0,0,1,0,Los Angeles County,34.1443,-118.1681
47,21,83,92220,1,45.599999999999994,1,97,1,0,0,0,0,Riverside County,33.9178,-116.8371
56,30,39,90024,3,16.799999999999997,1,131,0,0,0,0,1,Los Angeles County,34.0657,-118.4341
41,17,138,95008,3,82.80000000000001,2,0,1,0,0,1,0,Santa Clara County,37.279,-121.9567
25,1,113,90401,3,30.0,1,0,0,0,0,0,1,Los Angeles County,34.0153,-118.4936
30,5,125,90016,4,6.0,3,0,1,0,1,1,0,Los Angeles County,34.029,-118.3578
50,24,195,95035,1,20.4,1,0,0,0,0,0,0,Santa Clara County,37.422,-121.8166
34,9,105,90035,3,14.399999999999999,3,0,0,1,0,0,0,Los Angeles County,34.0521,-118.3853
44,18,75,91203,2,42.0,1,0,1,0,0,1,0,Los Angeles County,34.1528,-118.2656
36,9,40,90840,2,12.0,2,0,0,0,0,1,0,Los Angeles County,33.7819,-118.1157
39,14,61,94005,3,6.0,3,137,0,0,0,1,0,San Mateo County,37.687,-122.4185
54,24,75,90089,2,54.0,3,0,0,0,0,0,0,Los Angeles County,34.0218,-118.2883
33,8,122,94583,1,0.0,1,0,0,0,0,1,1,Contra Costa County,37.7699,-122.0014
39,14,75,95762,3,36.0,1,0,0,0,0,0,1,El Dorado County,38.6827,-121.0755
41,15,59,90024,4,2.4000000000000004,3,0,0,0,0,0,0,Los Angeles County,34.0657,-118.4341
40,13,24,94608,3,12.0,2,0,0,0,0,1,0,Alameda County,37.8347,-122.2919
29,3,175,90095,3,39.599999999999994,3,329,1,0,0,1,0,Los Angeles County,34.071,-118.4432
51,27,39,92709,2,9.600000000000001,1,182,0,0,0,0,1,Orange County,33.67,-117.73
54,30,145,94591,2,81.6,1,0,0,1,0,0,0,Solano County,38.1137,-122.1972
47,22,24,90717,4,4.800000000000001,2,142,0,0,0,1,0,Los Angeles County,33.7913,-118.3186
53,28,20,94080,3,1.2000000000000002,2,0,0,0,0,0,0,San Mateo County,37.6578,-122.4231
30,5,85,94115,1,31.200000000000003,2,0,0,0,0,1,0,San Francisco County,37.786,-122.4373
28,3,65,95014,3,31.200000000000003,3,0,0,1,0,0,0,Santa Clara County,37.2943,-122.0944
60,35,191,93407,4,67.19999999999999,3,0,1,0,0,0,0,San Luis Obispo County,35.3017,-120.6601
51,26,11,92612,2,0.0,1,0,0,1,0,0,0,Orange County,33.6615,-117.8217
63,37,40,94024,2,12.0,3,167,0,0,0,0,0,Santa Clara County,37.3551,-122.111
38,13,54,92028,3,8.399999999999999,2,196,0,0,0,0,0,San Diego County,33.3943,-117.2964
59,35,95,95521,1,45.599999999999994,1,0,0,0,0,1,1,Humboldt County,40.8396,-124.0384
53,29,94,92103,4,12.0,2,0,0,0,0,1,0,San Diego County,32.7454,-117.1702
31,5,79,94720,4,26.400000000000002,2,0,0,0,0,0,0,Alameda County,37.8746,-122.2547
41,17,48,94720,3,3.5999999999999996,3,0,0,0,0,1,1,Alameda County,37.8746,-122.2547
25,1,70,92120,4,31.200000000000003,1,0,0,1,0,1,0,San Diego County,32.7949,-117.0755
27,3,40,94550,3,1.2000000000000002,2,111,0,0,0,1,0,Alameda County,37.5098,-121.6389
50,24,44,94086,4,21.6,1,0,0,0,0,1,1,Santa Clara County,37.3697,-122.0242
50,25,43,92129,1,16.799999999999997,3,137,0,0,0,1,0,San Diego County,32.9658,-117.1262
43,18,29,90245,1,3.5999999999999996,3,0,0,0,0,1,0,Los Angeles County,33.9161,-118.4041
50,24,188,92007,3,15.600000000000001,1,184,1,0,0,0,1,San Diego County,33.0179,-117.2682
46,20,114,90720,1,0.0,1,0,0,0,0,1,1,Orange County,33.7972,-118.0628
30,6,52,92717,3,8.399999999999999,2,0,0,0,0,1,0,Irvine,33.6462,-117.8398
42,16,13,91711,1,2.4000000000000004,1,0,0,0,0,1,0,Los Angeles County,34.1223,-117.7143
42,17,95,90095,3,6.0,3,0,0,0,0,0,0,Los Angeles County,34.071,-118.4432
29,3,84,95023,1,34.8,3,0,0,0,0,1,0,San Benito County,36.8956,-121.1837
38,14,49,90037,1,21.6,1,0,0,0,0,0,0,Los Angeles County,34.0033,-118.2889
51,25,181,93106,1,20.4,1,0,0,0,0,1,1,Santa Barbara County,34.4144,-119.8475
35,10,182,95051,1,3.5999999999999996,2,229,1,0,1,1,1,Santa Clara County,37.3504,-121.9848
37,13,70,92101,2,32.400000000000006,1,0,0,0,0,0,0,San Diego County,32.7199,-117.1805
47,21,79,94110,3,13.200000000000001,1,185,0,0,0,1,1,San Francisco County,37.7487,-122.4158
55,29,61,95051,4,33.599999999999994,2,0,0,0,0,1,1,Santa Clara County,37.3504,-121.9848
65,41,121,92126,2,25.200000000000003,1,0,0,0,0,1,0,San Diego County,32.911,-117.1448
58,33,34,92028,3,2.4000000000000004,1,83,0,0,0,1,0,San Diego County,33.3943,-117.2964
54,28,183,90071,1,12.0,1,442,0,0,0,0,0,Los Angeles County,34.0525,-118.2553
52,28,51,94949,1,19.200000000000003,3,0,0,1,0,0,1,Marin County,38.0698,-122.5445
28,2,70,90630,3,3.5999999999999996,3,0,0,0,0,0,1,Orange County,33.8189,-118.037
32,8,39,95827,1,20.4,1,0,0,0,0,1,1,Sacramento County,38.5558,-121.3242
51,24,84,94117,3,24.0,2,0,0,0,0,0,0,San Francisco County,37.7692,-122.4425
43,18,122,92056,1,84.0,1,0,0,0,0,1,1,San Diego County,33.2006,-117.2912
42,18,145,94709,1,20.4,1,132,0,0,0,1,1,Alameda County,37.8799,-122.2648
42,17,98,95670,2,4.800000000000001,1,0,0,0,0,1,1,Sacramento County,38.6048,-121.2692
41,16,79,96064,1,12.0,3,233,0,0,0,1,0,Siskiyou County,41.7589,-122.3238
